درمان,treatment,آموزش,موفق,مراسم
شرایط,conditions,چند,بدین,ورودی
ایتالیا,Italy,دوست,لیگ,داشت
سینما,movie theater,فرمان,برنامه‌های,موضوع
صنایع,industries,جمعیت,خانواده,کمونیست
استقلال,independence,بدون,مورد,الله
بهمن,February,درگذشتگان,چاپ,پیرامون
گرم,warm,تپه,فصل,شبه
تیر,tir,سخت,گروه‌های,عامل
قدیم,old days,مرحله,مسلمانان,استاندارد
مشغول,occupied,شده‌است,خمینی,براي
عبارت,style,صد,میراث,محسن
پادشاهی,royal,تخت,پهلوی,کتابخانه
ساله,year old,راک,هم,شاعر
یافته,found,همیشه,پس,مسجد
ترک,turkish,مجلس,جام,فروش
پاریس,Paris,مردان,استان,سنت
متن,text,شرق,علاوه,ورود
تعیین,determination,سطح,ج,اصفهان
ژوئن,June,مختلف,سنگ,سپتامبر
مادر,mother,سبک,صدا,یافت
نزدیکی,proximity,مدیر,سری,شهرت
مکان,place,آمار,نو,مثل
میانه,middle,انتخابات,تقسیمات,خلیج
مذهبی,religious,ق,تیر,آباد
پایتخت,capital,کنونی,فعالیت,ترکیب
خرداد,month,هفته,هدف,احمد
دومین,second,سن,سنگ,مقام
فوریه,February,متولد,مورد,شهریور
درون,interior,آبی,علمی,سی
جنبش,tremor,بهمن,مقام,حضور
بندی,prisoner,حسین,کل,شده
ساختار,structure,داخلی,پرورش,مهدی
برنده,winning,عرب,گل,اداره
سپاه,corps,محلی,دهستان‌های,بازی‌های
رضوی,descended from Emam Reza,کنید,آنان,اهمیت
وقت,time,موسسه,مثال,قمری
نقاط,spots,انجمن,سبک,عصر
گزارش,report,برنده,ناشر,سبز
فعال,energetic,تقویم,جامع,خدمت
حق,right,رویدادها,برده,منجر
جدا,seriously,پیروزی,همه,فصل
خدمات,services,کانادا,آموزشی,الدین
عصر,age,استاندارد,علیه,آباد
بدست,by,حرکت,عباس,تدوین
خلیج,gulf,هدایت,هرمزگان,ولایت
ام,mother,علاوه,کرده‌اند,ترانه
عبدالله,Abdullah,سال,هر,مذهبی
اداره,office,تیر,چین,گرفته
بعدی,subsequent,درباره,طی,گذشته
جامع,universal,شخصی,دقیقه,یونانی
مرحله,stage,سفر,میراث,قاجار
دریا,sea,اهل,انقلاب,کشف
سری,series,کمتر,هستند,دیگر
سیاست,politics,اختلاف,توسط,ساله
زندان,prison,شیعه,رشد,شب
بطور,manner,خمینی,کسی,پدر
کاربرد,utilization,کودکان,ارومیه,عهده
مدل,model,ارتباط,امر,معنی
وسیله,tool,دیگری,مسیر,صدا
المپیک,olympic,موتور,دادند,تشخیص
فشار,thrust,نتیجه,وب,مي
بلند,tall,طبقه,تولد,می‌کرد
امر,order,باب,برج,گردد
بعدها,thereafter,ورودی,پست,فارسی
مقاله,article,جدا,وسیله,مساحت
آموزشی,education,م,نگاه,نسخه
تو,your,اجرا,متر,مقدار
کمتر,rarely,کاهش,می‌باشد,ریاست
رفته,gone,میلادی,استقلال,ترجمه
مراسم,ceremony,آمریکا,انتخابات,کالیفرنیا
صنعت,industry,که,موفق,دفاع
آبی,watery,جنگ,فعالیت,سرشماری
نرم,soft,دورهٔ,دریاچه,تلویزیونی
تلویزیون,television,نقاط,شرقی,اشاره
بلکه,but also,شرایط,مهم,گیتار
شیعه,shi'a,آمد,مردان,جغرافیایی
رهبری,leadership,زندگینامه,مجله,دست
محله,neigborhood,سبز,دانشکده,مقاومت
شش,six,کرده‌اند,ناحیه,نسبت
گروهی,in group,متن,خوانده,گرفتن
حوزه,domain,فشار,شماره,ویکی
امروز,today,نظر,خلیج,طرف
سرانجام,finally,قدر,ایتالیا,تو
جغرافیایی,geographical,تپه,عهده,عرب
عدم,lack,فراهم,اسلامی,رمان
امیر,prince,می‌دهد,معنای,وارد
موسسه,institution,الله,پس,مصر
توان,strength,تمام,پرداخت,عمر
پاپ,Pope,آثار,لیگ,ایتالیا
دفتر,office,سوی,دومین,دانش
متفاوت,different,بودند,دستور,خاصی
لحاظ,respect,نقاط,فوق,بندی
ساز,musical instrument,گردید,مدرسه,ای
مدتی,for some time,تشکیل,فلسفه,تر
سبز,green,بازیکنان,پیام,عمل
کتابخانه,library,دینی,بازیکنان,هدایت
بسته,tied,ق,موسسه,آورد
بنابراین,therefore,نفت,پول,اروپا
سلطان,sultan,دلار,کسی,جامعه
اوت,August,محله,هزار,تپه
راست,TRUE,را,دسامبر,شدید
مجله,periodical,قتل,شکل,کوتاه
عرب,Arab,ارائه,دسته,اشاره
درخت,tree,کوه,همسر,همچون
دل,stomach,بین‌المللی,تاریخچه,ژاپن
تمامی,all,الکتریکی,کالیفرنیا,خلق
آتش,fire,گزارش,آسیا,آنکه
تابع,subordinate,دارد,وقت,دومین
آهنگ,tune,عملیات,اولین,جریان
آلمانی,Germanic,اکنون,کلمه,می
دوباره,second,باقی,علاوه,مدیر
خدمت,service,ویکی‌پدیای,عصر,طبق
ثابت,steady,کمونیست,استفاده,می‌گیرد
فراهم,ready,توانست,پایه,تیم
مقدس,sacred,قدیم,زیادی,داشتن
گرفتن,take,انتخابات,ساختمان,نوامبر
ورود,import,منبع,نزد,مرز
بصورت,like,امنیت,زندگینامه,درست
مطرح,bring up,شد,کاربرد,دستور
مالی,monetary,پیشین,تشخیص,سوی
قتل,murder,مشهد,شهرت,رو
رتبه,rank,وب‌گاه,بازیابی‌شده,نشان
سبب,reason,مسعود,برنامه‌های,گروه‌های
شهرت,surname,تمامی,سنتی,تدوین
کشوری,civil,تاریخی,تاکنون,دوست
ترکیه,Turkey,چون,بسته,اهالی
حالی,present,آلمانی,خاطر,پر
ضد,contrary,آبان,اکتبر,بازیکنان
مه,May,ثبت,طبق,همین
یونان,Greece,صفحه,خارجی,کرده
نزد,with,میلادی,اکنون,سنگ
سنت,tradition,تاریخ,کاهش,ورود
روابط,relations,مثل,بنیاد,شده‌است
مناسب,ranks,منظور,منبع,کشتی
هوا,weather,علت,نتایج,دوره
محدود,limited,ترکیه,جز,اهل
دفاع,defense,مکان,ج,مقام
سنتی,traditional,بزرگ,محلی,قدیم
عربستان,Saudi Arabia,باغ,دانشجویان,نشانی
اهمیت,importance,گروهی,جغرافیایی,متن
روم,Rome,ده,پهلوی,اتحاد
ساده,simple,مراکز,وبگاه,محمدرضا
کرمان,Kerman,خبر,قاجار,کودکان
کره,Korea,سنتی,سمت,می‌رسد
بهره,profit,پا,بنیاد,بدون
عشق,love,وسیله,شهریور,ساکن
چپ,left,دلیل,جمهور,جهانی
معمولا,usually,نوشته,سایت,قانون
رمان,novel,آزادی,آمریکایی,گروه‌های
شهید,martyr,نمونه,خانه,مصرف
خورشید,sun,اینترنتی,یونانی,نمایندگان
تلاش,struggle,کره,نامیده,هفت
ترکیب,combination,طول,تشکیل,فلسفه
یونانی,Greek,قبل,تمام,مدت
حفظ,protection,رضوی,دکتر,داد
تجاری,trade,شوروی,ریاست,قرار
وضعیت,situation,حاج,اساسی,پدرش
فضایی,space,روش,انجام,دهه
دنبال,after,فشار,هفتم,یکدیگر
اصول,principles,رسید,کره,بطور
جشن,ceremony,امروز,موزه,شدند
امپراتوری,imperial,دار,کرده,اروپا
ملل,nations,بازی‌های,رضا,آلبوم
بشر,mankind,سابق,رابطه,نقل
تاسیس,establishment,شده‌است,تو,مرکزی
نیمه,half,پدر,بازیکنان,طی
اقدام,step,ماشین,تصویب,گیلان
حد,limit,ترتیب,تاسیس,سفر
برق,shine,دسترسی,آلمان,نویسنده
خلق,temper,نگاه,موقعیت,وضعیت
یکدیگر,one another,اولیه,نقطه,برای
جا,space,جمهوری,شده‌است,داستان
آسیا,Asia,ششم,نقطه,مقام
ژوئیه,July,آسیا,عرب,شده‌اند
حاصل,result,ایستگاه,مرداد,عدم
سخت,hard,دره,گوناگون,انتخابات
اواخر,end,ی,بازیابی‌شده,اسلام
رابطه,relation,آمریکایی,گروه‌های,ش
گوناگون,various,چپ,هر,ایتالیا
قوانین,rules,سرعت,مهدی,محصولات
بزرگی,size,می‌توان,تولد,نفت
درآمد,income,آبی,خود,رده
خبر,report,سلطان,توابع,روشن
لندن,London,تحصیلات,همه,ایالات
مراکز,centers,تأثیر,کوتاه,پیدا
سرخ,red,نوشته,سیستم,مربع
اعداد,numbers,خدمت,شده‌اند,نیاز
ماهی,monthly,نامزد,نوعی,هدف
جز,except,مختلف,منجر,دختر
زندگینامه,biography,چهار,می‌باشند,می‌آید
وزن,weight,رسید,عملیات,موجب
مستقل,independent,کاخ,تئاتر,ارشد
مشهد,Meshed,درست,محصولات,پیام
کمی,scarcity,گسترده,ریاست,تقویم
پیروزی,victory,اندازه,زیادی,روم
مشاهده,perception,گفت,آتش,اکثر
جوان,young,جوان,ارتباط,جهانی
گاز,gauze,کردند,ایرانی,میانه
ادبی,literary,مادر,امر,نویسندگان
صاحب,Saheb,خارجی,شدت,امر
آنکه,whoever,دقیقه,خواهد,جنوب
مرتبط,correlated,گوناگون,دکتر,ورودی
حل,solution,یافته,عمل,مه
مانده,remaining,حکم,بازیگر,بریتانیا
برده,won,معماری,فارسی,محیط
کاری,effective,جام,دوست,مهم
قم,Qom,اسلامی,تو,شمال
بهار,spring,يا,شدند,کشاورزی
اختیار,free will,هنوز,ارتفاع,بعدها
درست,correct,سایر,دادند,ما
تاکنون,so far,بهره,کار,انتقال
سابق,former,یونان,بود,نشر
کشتی,ship,نبود,هر,شب
صد,hundred,حل,موارد,تئاتر
هنرمند,talented,من,رفت,باغ
موقعیت,situation,بودن,کسی,بر
پا,foot,دوران,شاعران,مربوط
برادر,brother,حاکم,تصویر,شکل
تعدادی,some,درصد,موارد,ارشد
برج,tower,امام,پایتخت,تیر
گیتار,guitar,ق,آلمانی,مهاجرت
گاهی,sometimes,تلاش,می‌رسد,کم
باب,subject,چین,عراق,مساحت
خویش,relative,معنی,بشر,دهه
فنی,technical,گفت,برخی,موسسه
صدا,voice,زاده,من,ورود
کانادا,Canada,حمل,دستگاه,حفظ
آقای,Mr.,الکتریکی,شدند,مي
دید,visibility,علیه,ریاضی,بنیاد
تحصیلات,education,متولد,هجری,رمان
تصمیم,decision,جز,اعدام,راست
محمدرضا,Mohammad Reza,زیاد,تابع,تاکنون
پرورش,training,ارشد,دید,منظور
مدیر,manager,بن,مقاله,روم
استاندارد,standard,ی,زیر,استاد
پیشین,former,علم,بیشتری,دفاع
مشترک,subscriber,استان‌های,ق,پسر
جلوگیری,prevention,شدن,اضافه,حمله
اخیر,recent,بندی,مطلق,روستایی
چیزی,something,اصفهان,درآمد,پاریس
تشخیص,recognition,حتی,باشگاه,می‌شد
کلمه,word,پخش,جمهوری,کننده
اکثر,most,افراد,تاکنون,شخصی
نبرد,conflict,هفتم,بنیاد,ریاضی
برتر,superior,حاضر,انتشار,نظر
اتحادیه,union,مقدس,دیگر,بدین
دره,valley,افراد,ق,تأسیس
اضافه,increase,زمان,حالت,زندگینامه
رهبر,leader,آن,سلطنت,آغاز
قهرمانی,championship,اسرائیل,ابهام‌زدایی,حضور
اینترنت,Internet,فرزندان,مردم,محمود
ریشه,stem,طول,حقوق,خوانندگان
نبود,lack,دختر,ارومیه,انسانی
سخن,speech,ثبت,قاجار,هنگامی
مقاومت,resistance,قمری,اینترنت,گروهی
حساب,score,المللی,مسابقات,زیاد
شبیه,similar to,سده,ازدواج,بازدید
سعید,Said,هوای,لیگ,کنترل
مرداد,Mordad,حاج,من,خانه
اجازه,permission,تن,گذاری,یک
ریاضی,mathematics,ثابت,توانست,ششم
شهریور,Shahrivar,کشور,آمده,مشاهیر
زیبا,Ziba,درست,ارتباط,اکبر
منجر,resulting,ادبی,مبارزه,انرژی
امنیت,security,آب,مجله,نشر
ساکن,resident,سبک,خوانده,همه
داشتن,have,شوند,می‌کنند,الله
شبه,phantom,مسعود,مهر,دارای
نقشه,plan,ج,قبل,هدف
پاسخ,reply,یکدیگر,راک,موارد
جاده,road,شهرداری,صد,هنوز
پیام,message,روم,میرزا,برنده
اسماعیل,Esmail,سیارک‌ها,موسسه,د
نتایج,results,داخلی,برتر,همکاری
آهن,iron,مسیر,درخت,دادن
عبور,passing,حکومت,موقعیت,امکان
براساس,based on,تاکنون,ایستگاه,منبع
بانک,bank,احتمال,رمان,طول
خیلی,very,عربی,خط,خمینی
کالیفرنیا,California,خون,گل,منابع
شخصیت,personality,گردید,علم,برخوردار
ماشین,machine,اینترنت,دهد,نظیر
نگاه,look,مطلق,محصولات,می‌دهند
الکتریکی,electric,شدند,نیمه,رفت
دسترسی,availability,نزدیکی,باب,وی
هدایت,guidance,چین,خون,کاربرد
آنچه,what,چهار,بزرگی,مصرف
مطالعه,study,عهده,تقسیم,تلویزیونی
حاج,hajji,اقتصاد,پوشش,آزاد
ایستگاه,station,اما,سعید,شهرت
پرواز,flight,جامعه,زیاد,زبان‌های
اختلاف,inequality,آبی,آثار,تاریخچه
نظیر,such as,نخست,رادیو,سفید
مهاجرت,immigration,رویدادها,خط,انگلیسی
چرا,why,انجام,اش,اطلاعات
مسائل,problems,ه,سنتی,انتشار
بنام,famous,نگاه,مناسب,آبان
چشمه,spring,زبان‌های,دهد,بزرگی
خودش,itself,گیاهان,توجه,پیام
ترکی,Turkish,زبان‌های,رفت,علوم
پول,money,آنجا,یادکرد,اندازه
قهرمان,winner,قدر,عبارت,مجموعه
خبرگزاری,news agency,مشاهیر,مهم‌ترین,عضو
حکم,verdict,جا,امکان,وزن
دینی,religious,موسیقی,مطالعات,تغییر
کامپیوتر,computer,راه,عمل,کننده
طبقه,stratum,افزایش,استقلال,دیگر
دوست,friend,باشد,ترک,مهم‌ترین
آذر,Azar,نه,مدل,فنی
ولایت,province,اند,خدمات,جهانی
روشن,on,خان,آبان,ترانه
جرم,sediment,قاجار,نیویورک,محمدرضا
اوایل,start,خبر,معنی,اوت
هشت,eight,چپ,کمونیست,البته
متعلق,dependent,حاج,رشد,سرزمین
شخص,person,خواننده,دومین,درون
اتحاد,union,زمانی,شروع,جز
خوانده,read,بسیار,منجر,نمایش
محصول,product,قبل,فوریه,سی
بنیاد,basis,تو,ساختار,دی
شیمیایی,chemical,بودن,هدایت,مشهور
ارزش,worthiness,آقای,اعضای,تصویب
سد,dam,پرورش,مستقل,انواع
تخت,flat,شبکه,یونان,عباس
رخ,rukh,جنوبی,اسلامی,مهر
دریاچه,pond,جاده,شب,مرکز
قبلی,previous,میلاد,محیط,باشد
گسترده,widespread,پیشنهاد,ثابت,کتاب‌های
شمسی,solar year,می‌تواند,عباس,سیاسی
مستقیم,straight,مدل,اسلامی,مارس
استرالیا,Australia,اتحادیه,وسیله,قرار
پیشنهاد,suggestion,بکار,آنها,رشد
قرمز,red,بدون,کرده‌است,برتر
همیشه,always,قرآن,سمت,سطح
نقاشی,portrait,شدت,عباس,مثل
حقیقت,truth,فوتبال,همکاری,سطح
جنسی,sexual,صدای,دفتر,شهرستان
هفته,week,زنان,درباره,بزرگ‌ترین
آبان,Aban,تجاری,بنابر,ترتیب
عمده,primary,هوای,نیروی,دادند
فرمان,steering wheel,دانشکده,اکثر,برج
پوشش,covering,مانده,کیلومتر,مقدس
مرز,frontier,فهرست,پوشش,گفته
آخر,last,ان,برادر,هوا
مبارزه,fight,دنیا,می‌کردند,تصمیم
شدید,severe,تلاش,پیشین,گروه
برخوردار,wealthy,جزیره,گردد,میرزا
سلطنت,Saltanat,ریاست,ماشین,برد
تئاتر,theater,منجر,فرمان,ابهام‌زدایی
شدت,intensity,موزه,باستان,اسکار
ترانه,Taraneh,یمن,مستقیم,انرژی
نگهداری,protection,استاندارد,بر,است
مفهوم,uderstood,دیگر,بازگشت,برنامه‌های
عرضه,supply,مانده,اثر,کاهش
اکبر,Akbar,قرمز,متحد,قابل
متحد,united,تاسیس,متعلق,مثال
کاخ,palace,بودند,ریاست,کسی
جدول,table,هنر,داخل,یادکرد
کمونیست,communist,توجه,سرعت,المللی
تدریس,instruction,مهاجرت,ریاست,رخ
عوامل,factors,کوه,امر,بن
دادگاه,court,کوه,نیویورک,طور
اردیبهشت,Ordibehesht,یونانی,موسیقی,می‌شود
تک,unique,علاوه,مالی,ماه
همانند,similar,شامل,مشاهیر,استاندارد
محسن,Mohsen,حاصل,غربی,سرانجام
تدوین,compilation,می‌آید,دنبال,اسماعیل
قالب,mold,می‌باشد,ه,پایتخت
گلستان,rose garden,فراهم,سنگ,سعید
ورودی,imported,یا,پروژه,تاکنون
گیلان,Gilan,اقدام,آتش,می‌کرد
پست,post,جریان,شهر,مورد
عبارتند,include,بسیار,یک,پا
اشعار,stating,بودند,مناسب,میلادی
آفریقا,Africa,فوریه,اين,‌ها
پروژه,project,هر,روزنامه,می‌گویند
بنابر,based on,گفته,برای,تعریف
خصوصی,special,فصل,می‌کند,عرب
توزیع,distribution,قلعه,شهرت,شعر
نماینده,representative,پس,چهارم,مطرح
خوبی,kindness,ثابت,شهری,دوره
رسیدن,reach,ثابت,سرخ,به‌
ارشد,superior,وب,فرمان,گیری
پیرامون,regarding,مجموعه,مرگ,کامپیوتر
مسعود,Masood,پل,حاضر,اصفهان
شیر,valve,موقعیت,زبان,باستانی
موتور,motor,برگزار,چهار,عمومی
موسوی,Musavi,عامل,نیاز,کشاورزی
اعدام,execution,بود,سیارک,بدین
حاکم,ruling,اهمیت,سطح,پدرش
احتمال,probability,ارتش,تحصیلات,روزنامه
نامزد,nominee,آورد,تمامی,تمام
اسفند,Esfand,بیماری,رودخانه,درصد
مشاهیر,famous people,عبدالله,شرح,شب
اعمال,functions,بیشتر,شهرت,اهالی
تفسیر,interpretation,ویژه,دینی,آیت
کردستان,Kurdistan,بنام,ج,بلند
تصویب,approval,مهندسی,ورود,رضا
میراث,legacy,ایجاد,درگذشتگان,دکتر
شهرداری,municipality,سعید,آثار,پیروزی
بیمارستان,hospital,تحصیل,اسلامی,دریافت
and,هم,beneath,best,reply
regarding,عطف به,new,Akbar,support
to,بخدمت,cases,stop,scared
than,غیر از,situation,Mohammed,ancient
that,که,town,birth,imprison
this,این,specially for,sweet,distance
with,به همراه,go,best,independent
row,رده,stating,spring,statistics
those,آن,Dey,between,exclude
year,سال نجومی,short,increase,straight
in order to,برای آن که,west,left,life
one,یک,ugly,protection,letter
Iran,ایران,word,busy,end
she,ایشان,relative,result,large
over,بر بالای,person,beautiful,mud
title,عنوان,support,Dollar,handle
sources,منابع,speed,service,ugly
until,الی,system,area,beautiful
their,مال آنها,title,summer,century
or,چه چه,winter,beautiful,market
Kurdish,کرد نشین,union,careless,hot
history,تاریخ,province,kilometer,age of
town,شهر کوچک,distribution,industries,expansion
too,همچنین,area,southern,probability
asteroid,ستارک,subscriber,numbers,expansion
province,شهرستان,go,river,why
two,استوار,red,speech,nowadays
agreement,توافقنامه,area,age of,personality
then,آنگه,union,rarely,yet
province,شهرستان,religion,nowadays,very
one,یک,worldwide,idle,loaded
portion,جزء,exist,red,stone
other,نوع دیگر,winning,functions,lack
title,عنوان,industrious,by,spring
outside of,بیرون,straight,military,transportation
she,ایشان,old,twenty,everybody
tongue,لسان,including,closed,too
Tehran,تهران,counted,May,writer
transplantation,پیوند,nowadays,sour,cultural
too,همچنین,permission,ugly,records
University,دانشگاه,Persian,severe,voice
utilization,به کارگیری,small,national,excess
A.D.,میلادی,sometimes,manager,known
every,هرکدام,prominent,on,release
unconditional,غیر شرطی,their,real,engineering
person,نفر,complete,known,sweet
country,بوم,Ziba,time,sources
national,ملی,ten,bring up,queen
society,انجمن,iron,typical,portrait
presence,حضر,area,asleep,surely
America,امریکا,off,two,up
through,از توی,sour,Greece,sad
times more,برابر,soil,sheik,descended from Emam Reza
work,کار,why,demise,cry
they,آنها,mother,ugly,closed
small,کوچک,ready,seyyed,traditional
under,کسری دار,history,imported,organ
negative,نافی,bank,mountain,incoming
face,رخ,size,weak,system
Mohammed,محمد,start,bitter,play
book,مصحف,one,obstruction,study
but,ولی,specific,performer,body
zinc,روی زدن,view,universal,hot
time,زمان,first,careful,old days
what,چه,crooked,first,state
hand,دست,beginning,industrious,awak
September,سپتامبر,flight,people,festival
between,بین,first,Meshed,illustration
rural district,دهستان,but also,summer,discovery
central,میانی,cheap,Ziad,large
life,جان,factors,whoever,leadership
center,کانون,first,bitter,union
then,آنگه,born,cold,small
too,همچنین,technical,new,last
to,بخدمت,yours,Persian,known
daytime,روز,style,mathematics,orient
with,به همراه,no,professor,Greece
dill,شود,Meshed,cause,counted
source,محل,letter,obstruction,far
Persian,فارسی,usually,industrious,until
first,نزست,city,import,topic
Islamic,اسلامی,protection,resulting,tune
people,ناس,speech,knowledge,friend
group,دسته,land,municipality,such as
large,سترگ,worthiness,distance,seen
water,ماء,A.D.,idle,energy
inhabitant,اهل,closed,above,strong
NASA,ناسا,study,monthly,training
related,وابسته,ignorance,hard,import
portrait,نقاشی,situation,movement,works
original,عینا,little,elections,start
participation,شرکت,summer,become,to
war,دشمنی کردن,end,but also,soccer
slow,بطی,asleep,mean,basis
list,فهرست,result,relevant,original
English,انگلیسی,row,season,five
view,منظره,certain,go,Abdullah
case,پرونده,bottom,row,expansion
such as,مانند,crooked,friend,then
the majority of,بیشتر,young,new,system
music,موسیقی,service,rules,inspection
zone,ناحیه دسته بندی,cheap,old,low
period,مدت,individuals,land,after
very,خیلی,severe,rate,small
under,کسری دار,bitter,England,imaginary
three,سه لو,Ahmed,release,Internet
publishing,طبع,brother,inspection,little
Persian,فارسی,Imam,left,types
Ali,علی,exclude,knowledge,frontier
organization,سازمان,some,unknown,on
shout,هورا کشیدن,cry,perception,institution
works,آثار,no,illegal,January
news,اخبار,Mehdi,number,sign
foundation,پایه,friend,scared,novel
fulfillment,ایفاء,share,transplantation,large
but,ولی,correlated,occupied,public
world,سرای,office,factors,first
statistics,ارقام,Imam,up,whenever
death,موت,novel,week,north
republic,جمهوریت,state,illustration,asleep
middle,میانی,new,neigborhood,remembering
way,وسایل,club,go,correlated
several,چند تا,novel,Australia,sultan
play,بازی,operation,sexual,bank
some,مقداری,base,expensive,illness
first,نزست,industrious,between,result
state,ایالت,outside of,tower,marriage
start,عزیمت کردن,stating,laugh,small
activity,فعالیت,often,March,appearance
given,مفروض,,end,respect
village,آبادی,gulf,Korea,marriage
trace,اثر,immigration,born,Russia
south,جنوب,iron,discovery,state
oriental,زردپوست,time,hot,queen
westerner,غربی,illegal,asleep,matter
type,گون,Saltanat,out,providing
Shah,شاه,human,without,increase
official,صاحب منصب,one another,history,normal
government,دولت,expensive,ignorance,sweet
gloomy,گرفته,hospital,entered,old
limits,حدود,age,open,side
production,ساخت,some,brave,Persian
role,رل,why,type,closed
time,زمان,with,imaginary,November
formation,تکون,local,country,Germany
soccer,فوتبال,sour,guidance,NASA
with,به همراه,soil,religion,Kurdish
many,بسا,operations,weak,stating
only,یگانه,Germanic,Aban,above
north,شمال,south,Azar,February
diplomatic,سیاسی,moon,center,correlated
do,به انجام رساندن,sun,model,go
including,شامل,to,University,musical instrument
moon,قمر,human,team,stroke
if,چنانچه,knowledge,too,idle
become,در آمدن,seizure,official,soccer
seizure,گرفت,club,illegal,lack
period,مدت,philosophy,worst,above
must,باید,radio,project,land
collection,منظومه,scared,strong,beneath
political party,حزبی,reason,summer,machine
source,محل,matter,certain,boy
creation,خلق,resistance,worst,rural district
sentence,فتوا,worst,performance,out
worldwide,جهانی,thousand,training,first
foundation,پایه,prison,literature,kilometer
the same,همین,interior,outside,sweet
land,فرود آوردن,place,truth,style
various,متعدد,free,literature,Ordibehesht
upon,بمجرد,reply,topic,queen
way,وسایل,traditional,shine,on
made,ساخته شده,free,girl,neigborhood
sign,امضا کردن,televised,too,include
children,اولاد,reply,report,Qom
revolution,انقلاب,compilation,system,territory
Farhang,فرهنگ,distance,the majority of,excess
length,طول,affairs,imprison,so far
everybody,همه,rural district,village,scientific
meter,پارکومتر,go,specific,ugly
science,علم,translation,result,cause
trohpy,جایزه,against,night,television
stroke,نوازش کردن,tune,until,winter
structure,ساختمان,idle,beautiful,murdered
individuals,افراد,Europe,beautiful,government
more,بیش,cheap,something,environment
team,دسته درست کردن,little,traditional,January
threshold,درگاه,Ahmed,spring,must
historic,تاریخی,power,operations,rank
reason,برهان آوردن,way,Greece,white
area,سطح,subject,finding,up
finished,پایان یافته,friend,length,spring
France,فرانسه,including,way,religious
united,موتلف,standard,way,public
because,چونکه,in,September,shine
extra,اضافه,then,probability,until
famous,معروف,straight,right,illegal
seyyed,سید,sweet,Mohsen,cheap
paying attention,توجه,but,Korea,scared
Hey,ای,some,happy,tradition
Arabic,عربی,happy,combination,country
first,نزست,philosophy,protection,moon
same,همان جور,obstruction,unique,than
system,سیستم,collection,steady,cold
my,متعلق بمن,services,money,spirit
end,انقطاع یافتن,increase,nominee,permission
hejira,هجری,far,flight,stay
appearance,سیما,different,significant,Khan
novel,جدید,relations,small,sun
doctor,دکتر,fight,publishing,relevant
finding,یافت,Europe,go,effective
number,نمره,more,televised,opposite
thousand,هزار,on,queen,exclude
parliament,کنگره,seriously,above,opposite
schedule,زمان بندی کردن,asleep,beautiful,work
Ahmed,احمد,February,parliament,attack
scientific,علمی,end,bad,last
saying,گفتار مشهور,project,such as,row
suburbs,حول و حوش,girl,team,big
reason,برهان آوردن,lawful,union,religion
Sinai Mountain,طور,approval,directorship,right
century,صده,present,iron,
before,قبل ازاینکه,May,approval,straight
Islam,اسلام,based on,dam,six
third,سومین,expansion,ugly,my
writer,ارباب قلم,time,sour,illness
that is,یعنی,united,named,territory
free,بیعوض,step,simple,capable
rewards,جوایز,iron,group,moon
capable,باعرزه,extra,source,whenever
stranger,نا محرم,hundred,country,management
birth,ولادت,system,individuals,best
variation,تغییر,individuals,outside of,seizure
story,داستان گفتن,bring up,night,death
house,چاردیواری,effective,expensive,chemical
time,زمان,Iran,illegal,step
we,ما,moon,resulting,ton
sign,امضا کردن,went,urban,science
under,کسری دار,ugly,Musavi,former
Germany,آلمان,given,eight,early
rule,حکمرانی,beginning,area,France
translation,ترجمه و اقتباس,two,result,sour
relation,رابطه,remembering,village,manager
cause,علت,open,industries,prescription
while,مادامیکه,uderstood,covering,the same
entered,وارد,then,France,minute
field of study,رشته,Europe,various,physics
written,مسطور,love,dry,Paris
Hossein,حسین,worthiness,cheap,lazy
manager,کارفرمان,stranger,television,transformation
release,رها ساختن,news,book,Musavi
side,جانبی,lawful,winter,hard
kilometer,کیلومتر,mud,strong,portion
Mosque,مسجد,motive,beginning,area
the other,دیگری,found,ugly,black
law,حقوق,dam,based on,library
southern,بطرف جنوب,therefore,closed,step
then,آنگه,medical profession,beneath,northern
universal,جامع,ignorance,outside,resistance
resumption,ادامه,industrious,large,mountain
god,الله,sometimes,excess,nowadays
cultural,فرهنگی,weak,top,news agency
four,عدد چهار,open,economic,in
published,منتشر شده,province,beginning,slow
toward,به طرف,city,right,Afghanistan
without,بلا,late,period,handle
Khan,خان,Shah,music,idle
census,آمارگیری,two,willing,passing
album,آلبوم,awak,time,registeration
fortress,حصن,end,girl,Kurdistan
thermometer,حرارتسنج,spirit,table,soil
relevant,مربوط,moon,flight,economic
surface,رویه,attack,short,too
actress,بازیگرزن,philosophy,third,stranger
paint,نقش کردن,careful,variation,wet
up,بالا,itself,illegal,work
what,چه,royal,definition,sweet
sheik,شیخ,utilization,certain,grail
selection,انتخاب,growth,thousand,often
training,شاگردی,transplantation,technical,large
woman,نساء,old,communist,beautiful
significant,معنی دار,rural district,known,attack
club,مجمع,sun,sexual,bad
place,جای,old,scientific,seaport
method,نحوه,help,ceremony,performance
announcement,اعلام,various,knowledge,similar
term,دور,westerner,rarely,half
spread,ولو شدن,new,service,road
west,باختر,boy,ugly,no
mountain,کوه,slow,illegal,right
Europe,فرنگ,all,temper,Abdullah
no,هیچ,small,end,hot
newspaper,روزنامه,read,seriously,far
complete,درسته,money,structure,participation
start,عزیمت کردن,professor,independent,treatment
